date,Vrms_AN_avg (V),Vrms_BN_avg (V),Vrms_CN_avg (V),Irms_A_avg (A),Irms_B_avg (A),Irms_C_avg (A),Power (P)_A_avg (W),Power (P)_B_avg (W),Power (P)_C_avg (W),Power (Q)_A_avg (VAR),Power (Q)_B_avg (VAR),Power (Q)_C_avg (VAR)
11/23/2017 0:04,250.408,249.554,255.491,0.384079,2.15491,0.029493,54.4607,245.993,3.808,-17.7229,476.866,-3.94776
11/23/2017 0:05,250.085,249.334,255.695,0.382026,2.15194,0.027433,54.373,244.693,3.9083,-17.4885,475.959,-3.97855
11/23/2017 0:06,250.085,249.069,255.643,0.384356,2.14735,0.031305,54.6837,245.155,3.67268,-17.6426,473.99,-3.9461
11/23/2017 0:07,250.094,249.076,255.847,0.382665,2.15108,0.025703,54.2271,244.784,3.90037,-17.4316,475.156,-3.9973
11/23/2017 0:08,250.219,249.14,255.725,0.383304,2.14929,0.029068,54.52,245.776,3.91962,-17.3633,474.455,-4.09318
11/23/2017 0:09,249.619,248.877,255.465,0.385856,2.1467,0.02496,54.4815,245.205,3.7637,-17.546,473.205,-3.89348
11/23/2017 0:10,250.081,249.155,255.305,0.383627,2.15276,0.028058,54.2383,245.375,3.76567,-17.3541,475.515,-4.12794
11/23/2017 0:11,250.147,249.319,255.36,0.384258,2.1546,0.027927,54.236,245.433,3.72827,-17.543,476.249,-4.14436
11/23/2017 0:12,250.01,249.19,255.45,0.385297,2.15165,0.028329,54.3886,245.433,3.76137,-17.295,475.191,-3.82674
11/23/2017 0:13,250.244,249.396,255.938,0.386323,2.15381,0.028641,54.3005,245.531,3.83237,-17.3407,476.154,-3.941
11/23/2017 0:14,250.236,249.516,256.037,0.387698,2.15376,0.028603,54.5966,245.28,3.71953,-17.7225,476.55,-4.07142
11/23/2017 0:15,250.524,249.255,255.705,0.386211,2.14847,0.026547,54.4714,245.47,3.92566,-17.5375,474.567,-4.23185
11/23/2017 0:16,250.902,249.695,256.05,0.383601,2.16014,0.024748,54.5658,245.856,3.80748,-17.6653,478.408,-4.0246
11/23/2017 0:17,250.558,249.384,255.94,0.385979,2.15446,0.028815,54.577,245.749,3.78605,-17.6113,476.372,-3.94264
11/23/2017 0:18,251.013,249.713,256.381,0.383588,2.15539,0.027885,54.4588,245.57,3.82903,-17.6085,477.535,-3.94629
11/23/2017 0:19,251.133,249.883,256.256,0.384261,2.15612,0.029083,54.3891,245.769,3.82435,-17.5767,478.172,-3.8938
11/23/2017 0:20,251.163,249.865,256.257,0.381996,2.156,0.025384,54.2572,245.742,3.85669,-17.4196,478.068,-3.87175
11/23/2017 0:21,251.457,250.34,256.444,0.383403,2.16267,0.025768,54.6438,246.728,3.86253,-17.6243,480.555,-3.97464
11/23/2017 0:22,251.405,250.335,256.543,0.379767,2.16424,0.030756,54.5188,247.062,3.87514,-17.5152,480.837,-4.03173
11/23/2017 0:23,251.382,250.324,256.489,0.38107,2.16474,0.027987,54.5047,246.112,3.66304,-17.5495,481.364,-3.82183
11/23/2017 0:24,251.092,250.131,256.526,0.384795,2.16585,0.02725,54.7264,246.945,3.85232,-17.5411,480.848,-3.97138
11/23/2017 0:25,251.361,250.154,255.615,0.382508,2.16257,0.031171,54.4104,246.526,3.77063,-17.7017,480.177,-3.86739
11/23/2017 0:26,251.327,249.833,255.471,0.382138,2.15631,0.02634,54.2901,246.006,3.8864,-17.6752,477.975,-3.99496
11/23/2017 0:27,251.056,249.497,255.209,0.384122,2.15494,0.025229,54.3847,245.265,3.72091,-17.4863,477.089,-3.81989
11/23/2017 0:28,251.54,250.267,255.694,0.386409,2.16697,0.028777,54.7119,246.418,3.78149,-17.4898,481.552,-4.01327
11/23/2017 0:29,251.604,250.478,255.882,0.38472,2.16836,0.027645,54.2729,247.333,3.77934,-17.6143,482.138,-4.04545
11/23/2017 0:30,251.575,250.368,255.761,0.384352,2.16452,0.028017,54.4847,246.561,3.81385,-17.8386,481.235,-4.0107
11/23/2017 0:31,251.305,250.431,256.431,0.385797,2.17037,0.027292,54.5976,247.294,3.79598,-17.4567,482.498,-3.86539
11/23/2017 0:32,251.634,250.624,256.593,0.383612,2.16975,0.024431,54.5289,246.996,3.67664,-17.62,483.097,-3.92445
11/23/2017 0:33,251.864,250.576,256.601,0.381767,2.16883,0.028091,54.4676,246.773,3.81825,-17.6697,482.696,-3.85283
11/23/2017 0:34,251.869,250.723,256.85,0.381577,2.17222,0.028883,54.5691,247.484,3.79035,-17.6283,483.502,-3.96614
11/23/2017 0:35,252.1,250.884,257.012,0.381914,2.17541,0.027263,54.7462,247.351,3.77656,-17.6552,484.895,-3.89097
11/23/2017 0:36,251.761,250.58,256.605,0.382967,2.17012,0.030009,54.5316,247.077,3.72766,-17.7655,482.83,-4.0292
11/23/2017 0:37,251.839,250.761,256.764,0.382064,2.17624,0.030053,54.7314,248.06,3.85491,-17.6823,484.366,-4.00412
11/23/2017 0:38,252.152,251.08,257.149,0.381253,2.1786,0.028497,54.4579,248.673,3.77686,-17.5168,485.688,-3.91813
11/23/2017 0:39,251.823,250.88,256.763,0.384764,2.17572,0.027042,54.7555,248.211,3.84262,-17.5357,484.513,-3.94576
11/23/2017 0:40,250.221,249.242,255.143,0.384256,2.14652,0.032866,54.4507,244.701,3.62859,-17.7555,474.222,-3.96232
11/23/2017 0:41,250.515,249.429,255.41,0.382745,2.15434,0.027345,54.554,246.551,3.74643,-17.5736,475.998,-3.91705
11/23/2017 0:42,250.429,249.24,255.169,0.38258,2.14767,0.029406,54.6106,245.496,3.72005,-17.418,474.196,-4.12424
11/23/2017 0:43,250.4,249.153,254.911,0.384925,2.15145,0.024295,54.7236,245.274,3.6376,-17.5129,475.183,-3.88339
11/23/2017 0:44,250.617,249.372,255.144,0.38479,2.15347,0.028379,54.7224,246.393,3.70759,-17.5121,475.688,-3.87016
11/23/2017 0:45,250.725,249.613,255.155,0.382492,2.15794,0.027698,54.7345,246.812,3.90218,-17.6107,477.188,-3.99275
11/23/2017 0:46,250.539,249.534,255.152,0.383952,2.15364,0.026084,54.7214,245.424,3.74074,-17.6181,476.541,-3.93699
11/23/2017 0:47,250.286,249.318,255.079,0.383007,2.15305,0.0273,54.4779,244.987,3.83291,-17.4968,476.066,-3.75247
11/23/2017 0:48,250.467,249.724,255.288,0.384177,2.15506,0.025833,54.5512,245.349,3.77876,-17.6857,477.411,-3.93381
11/23/2017 0:49,250.326,249.477,255.182,0.385867,2.15187,0.029925,54.6561,245.522,3.77972,-17.913,476.018,-3.98044
11/23/2017 0:50,250.39,249.484,255.294,0.385103,2.15502,0.028897,54.7092,246.401,3.78691,-17.88,476.166,-3.81681
11/23/2017 0:51,250.296,249.34,255.347,0.385303,2.15019,0.03131,54.3747,245.45,3.93037,-17.9218,475.323,-3.78889
11/23/2017 0:52,250.4,249.539,255.359,0.385307,2.15474,0.026197,54.4327,245.958,3.72526,-17.9239,476.486,-4.05631
11/23/2017 0:53,250.034,249.252,254.998,0.388619,2.14957,0.029986,54.244,245.181,3.73912,-17.5888,474.865,-3.94707
11/23/2017 0:54,248.657,247.69,253.454,0.388734,2.12544,0.024622,54.3415,242.886,3.69491,-17.7789,465.698,-3.91088
11/23/2017 0:55,248.423,247.316,252.776,0.390068,2.11841,0.02655,54.4123,242.363,3.93786,-17.9725,463.14,-4.05251
11/23/2017 0:56,248.476,247.396,252.806,0.385595,2.12147,0.02713,54.341,242.499,3.63368,-17.5564,464.071,-3.97089
11/23/2017 0:57,248.62,247.52,253.013,0.38525,2.12628,0.031159,54.323,242.572,3.78108,-17.7241,465.59,-3.92778
11/23/2017 0:58,248.591,247.47,253.66,0.386599,2.12521,0.027155,54.4285,242.93,3.88007,-17.8797,464.971,-3.79083
11/23/2017 0:59,248.654,247.62,253.702,0.387239,2.12951,0.026571,54.4587,242.493,3.76184,-17.8188,466.677,-4.04626
11/23/2017 1:00,248.651,247.742,253.713,0.385733,2.13011,0.023667,54.2947,243.445,3.69088,-17.6187,466.618,-3.98047
11/23/2017 1:01,248.632,247.706,253.642,0.387482,2.12981,0.028177,54.4749,243.213,3.76359,-17.7202,466.589,-3.92671
11/23/2017 1:02,248.463,247.482,253.272,0.38595,2.12744,0.0249,54.3406,243.067,3.62331,-18.0082,465.472,-3.86842
11/23/2017 1:03,250.672,249.444,255.505,0.384767,2.15722,0.027862,54.728,245.621,3.75683,-17.8658,477.206,-3.91112
11/23/2017 1:04,250.661,249.382,255.598,0.38566,2.15854,0.025351,54.4479,246.46,3.81296,-18.0526,477.115,-3.9617
11/23/2017 1:05,250.777,249.337,255.621,0.384004,2.15583,0.028743,54.691,244.721,3.89072,-18.2281,476.996,-4.10826
11/23/2017 1:06,251.111,249.711,256.095,0.381593,2.16054,0.028968,54.5063,246.615,3.68456,-18.1116,478.335,-4.05819
11/23/2017 1:07,251.283,249.818,256.206,0.381227,2.16108,0.025324,54.526,246.854,3.93588,-18.2246,478.554,-3.88965
11/23/2017 1:08,251.184,249.782,256.18,0.384028,2.15955,0.027551,54.7551,246.07,3.79877,-18.3017,478.546,-3.96807
11/23/2017 1:09,251.14,249.731,256.061,0.38377,2.15798,0.02753,54.4157,245.699,3.75664,-18.1345,478.306,-4.03256
11/23/2017 1:10,251.303,249.903,256.184,0.384905,2.16178,0.027643,54.8548,246.555,3.85909,-18.3727,479.119,-3.77937
11/23/2017 1:11,251.252,249.942,256.177,0.3828,2.16159,0.027288,54.8518,246.536,3.71315,-18.2821,479.187,-3.82281
11/23/2017 1:12,251.064,249.711,255.951,0.38433,2.16103,0.029177,54.8781,245.373,3.60179,-18.2136,479.01,-3.9128
11/23/2017 1:13,250.938,249.694,255.971,0.382749,2.15975,0.027496,54.6913,246.827,3.62847,-18.1456,478.105,-3.89496
11/23/2017 1:14,251.623,250.387,256.592,0.382696,2.16925,0.025326,54.8006,246.511,3.71257,-18.2859,482.452,-3.77754
11/23/2017 1:15,251.241,249.918,256.263,0.384317,2.16323,0.027126,54.8603,246.782,3.71445,-18.1006,479.544,-3.84
11/23/2017 1:16,251.381,249.944,256.614,0.385651,2.16351,0.026549,55.0024,246.901,3.68592,-18.1157,479.633,-3.93184
11/23/2017 1:17,251.282,249.609,256.379,0.385374,2.15822,0.02683,54.6724,245.876,3.71997,-18.0259,477.957,-3.85236
11/23/2017 1:18,251.554,249.892,256.43,0.386365,2.16166,0.027357,54.8056,245.896,3.76045,-18.1591,479.575,-3.94414
11/23/2017 1:19,251.471,249.87,256.337,0.386598,2.16446,0.027256,55.1319,246.669,3.94141,-18.2224,479.68,-3.96552
11/23/2017 1:20,251.523,250.073,256.229,0.382834,2.16759,0.031015,54.3273,247.315,3.81292,-18.06,480.812,-4.0365
11/23/2017 1:21,251.404,249.96,256.085,0.382853,2.16499,0.024402,54.6029,246.591,3.7871,-18.2185,480.054,-3.97107
11/23/2017 1:22,251.73,250.283,256.646,0.38356,2.16696,0.026063,54.5982,247.408,3.71934,-18.1888,481.241,-3.8663
11/23/2017 1:23,251.6,250.04,256.581,0.385349,2.16153,0.025952,54.8772,245.691,3.79559,-18.0979,479.971,-3.89982
11/23/2017 1:24,251.551,250.05,256.498,0.38595,2.16374,0.030778,54.7618,246.52,3.77982,-18.0845,480.226,-3.95703
11/23/2017 1:25,251.705,250.134,256.536,0.387303,2.16469,0.026136,54.921,247.141,3.78804,-18.2113,480.414,-3.8055
11/23/2017 1:26,251.914,250.091,256.102,0.384331,2.16326,0.026463,54.7038,246.193,3.74385,-17.95,480.242,-3.87242
11/23/2017 1:27,251.99,250.264,256.344,0.384665,2.16607,0.027406,54.698,247.077,3.81158,-18.2138,480.975,-3.77751
11/23/2017 1:28,251.933,250.302,256.132,0.384605,2.16466,0.029718,54.7278,246.512,3.92256,-18.1938,481.006,-4.0891
11/23/2017 1:29,251.973,250.488,256.182,0.385929,2.17055,0.0255,54.9664,247.061,3.70211,-18.1956,482.764,-3.91584
11/23/2017 1:30,251.591,249.931,256.086,0.384709,2.15994,0.027119,54.5973,245.733,3.74289,-18.2088,479.178,-4.06375
11/23/2017 1:31,251.634,250.203,256.326,0.384094,2.16399,0.02663,54.7747,246.342,3.7051,-18.121,480.757,-3.99599
11/23/2017 1:32,251.256,249.852,256.098,0.385131,2.15805,0.027203,54.4822,245.968,3.79167,-18.1547,478.473,-3.96002
11/23/2017 1:33,251.326,250.023,256.178,0.388239,2.15927,0.032616,54.9758,245.517,3.88217,-17.8587,479.352,-3.94346
11/23/2017 1:34,251.467,250.106,256.047,0.387735,2.16366,0.026134,54.8074,247.258,3.89458,-17.7354,479.884,-3.82655
11/23/2017 1:35,251.66,250.258,256.441,0.386703,2.1671,0.03229,54.8884,247.172,3.81287,-17.5782,481.12,-3.91835
11/23/2017 1:36,251.587,250.262,256.254,0.38655,2.16732,0.023742,54.7146,247.261,3.79421,-17.6705,481.396,-3.89311
11/23/2017 1:37,251.617,250.339,256.545,0.386141,2.16779,0.030138,54.8132,246.91,3.72783,-17.816,481.838,-3.87998
11/23/2017 1:38,251.525,250.298,256.445,0.386878,2.1683,0.025598,54.718,246.864,3.85074,-17.7388,481.896,-3.80299
11/23/2017 1:39,251.626,250.279,256.638,0.388576,2.16451,0.030012,54.798,246.414,3.91288,-17.8,480.997,-3.91076
11/23/2017 1:40,251.708,250.325,256.628,0.389528,2.16983,0.027625,55.0795,247.215,3.80212,-17.7163,482.017,-3.93777
11/23/2017 1:41,251.842,250.59,256.756,0.389324,2.17127,0.030307,54.7869,246.08,3.75449,-17.685,483.818,-3.83155
11/23/2017 1:42,251.999,250.576,256.529,0.386579,2.17275,0.025179,54.7089,247.542,3.74239,-18.2135,483.561,-3.85253
11/23/2017 1:43,251.751,250.376,256.347,0.3876,2.16898,0.030862,54.7342,247.386,3.83733,-18.2421,481.983,-4.02946
11/23/2017 1:44,251.854,250.517,256.601,0.389028,2.17359,0.026189,54.823,247.718,3.79281,-18.1697,483.452,-3.91655
11/23/2017 1:45,251.796,250.385,256.676,0.389058,2.17024,0.026491,54.829,247.031,3.69347,-17.9836,482.514,-3.76827
11/23/2017 1:46,251.582,250.312,256.516,0.387757,2.1672,0.026807,54.7497,246.375,3.76526,-18.2554,481.775,-3.70766
11/23/2017 1:47,251.567,250.367,256.611,0.388495,2.16984,0.027247,54.9914,247.382,3.86468,-18.4011,482.243,-3.87101
11/23/2017 1:48,251.849,250.559,256.801,0.386351,2.17317,0.030417,54.6719,247.964,3.63388,-18.2016,483.236,-3.92711
11/23/2017 1:49,252.231,251.127,257.411,0.388693,2.18125,0.025791,55.1163,248.712,3.8231,-18.191,486.707,-3.80896
11/23/2017 1:50,251.424,250.634,256.841,0.386743,2.17111,0.030364,54.9165,247.062,3.93625,-18.3762,483.444,-3.82543
11/23/2017 1:51,251.715,250.951,257.049,0.386147,2.17541,0.03236,54.6301,247.799,3.74339,-18.2523,484.914,-3.97937
11/23/2017 1:52,251.753,251.098,257.011,0.386889,2.17847,0.027403,54.7314,247.973,3.73179,-18.1202,486.14,-3.93001
11/23/2017 1:53,251.5,250.812,256.793,0.386305,2.17307,0.029089,54.8182,247.874,3.79173,-17.9531,483.909,-3.99657
11/23/2017 1:54,251.604,250.973,256.807,0.387374,2.17412,0.028216,54.8909,247.636,3.84382,-18.1784,484.751,-3.85842
11/23/2017 1:55,250.218,249.152,255.123,0.388779,2.14579,0.024814,54.7238,245.004,3.73951,-18.1875,473.713,-3.78363
11/23/2017 1:56,250.081,248.882,255.189,0.388605,2.14709,0.025975,54.8316,245.477,3.73593,-17.8036,473.148,-3.7907
11/23/2017 1:57,250.269,248.994,255.417,0.387739,2.14225,0.03177,54.7457,244.146,3.66204,-17.9439,472.777,-3.80083
11/23/2017 1:58,250.197,249.034,255.374,0.388008,2.1448,0.027156,54.6044,244.583,3.59575,-17.884,473.495,-3.85417
11/23/2017 1:59,249.862,248.848,255.189,0.387956,2.14537,0.027839,54.4557,243.934,3.80188,-18.0945,473.484,-3.77911
11/23/2017 2:00,249.594,248.803,254.918,0.386432,2.14323,0.028499,54.3473,243.99,3.44816,-18.1418,472.769,-3.7412
11/23/2017 2:01,249.644,248.608,254.816,0.384457,2.14085,0.031134,53.9516,243.879,3.71149,-18.1964,471.612,-3.85598
11/23/2017 2:02,249.455,248.337,254.594,0.391069,2.13869,0.024999,54.9752,242.972,3.78952,-18.1713,470.7,-3.7162
11/23/2017 2:03,249.839,248.598,254.603,0.386155,2.14264,0.025332,54.5954,244.442,3.72259,-18.3587,471.724,-3.71766
11/23/2017 2:04,249.92,248.638,254.648,0.387415,2.14518,0.028583,54.7713,245.182,3.64547,-18.1642,472.285,-3.81938
11/23/2017 2:05,250.014,248.691,254.743,0.388629,2.14675,0.025745,54.9937,245.212,3.52675,-18.2005,472.649,-3.83111
11/23/2017 2:06,249.993,248.491,254.696,0.386268,2.13993,0.024407,54.6921,244.131,3.79051,-18.276,470.977,-3.76999
11/23/2017 2:07,249.81,248.409,254.634,0.385131,2.14079,0.03083,54.4274,244.209,3.66813,-18.4055,470.896,-3.66109
11/23/2017 2:08,249.679,248.375,254.493,0.386818,2.14078,0.029028,54.8028,244.669,3.72956,-18.3848,470.808,-3.7332
11/23/2017 2:09,250.13,248.879,254.823,0.38804,2.14545,0.029786,55.1228,243.589,3.55234,-18.5539,473.752,-3.69092
11/23/2017 2:10,250.081,248.87,254.856,0.388835,2.14721,0.033478,54.9551,244.575,3.63967,-18.412,473.58,-3.55655
11/23/2017 2:11,250.257,249.102,255.245,0.385059,2.15221,0.03001,54.8301,244.898,3.52055,-18.1921,475.339,-3.73755
11/23/2017 2:12,250.186,249.084,255.259,0.384907,2.14997,0.02805,54.7342,245.154,3.57337,-18.2523,474.717,-3.67643
11/23/2017 2:13,250.228,248.934,255.232,0.385224,2.14885,0.024263,54.823,244.539,3.6198,-18.3784,474.324,-3.6016
11/23/2017 2:14,250.06,248.77,255.142,0.387303,2.14592,0.027968,54.8742,244.737,3.65724,-18.3138,472.945,-3.71845
11/23/2017 2:15,249.625,248.18,254.493,0.390001,2.13367,0.026511,55.1386,243.15,3.55933,-18.2289,469.119,-3.61952
11/23/2017 2:16,249.954,248.572,254.753,0.388507,2.14283,0.027318,55.0892,244.32,3.50039,-18.5784,471.719,-3.76531
11/23/2017 2:17,250.026,248.697,255.006,0.386756,2.14293,0.02845,54.875,244.643,3.54981,-18.4444,471.937,-3.76258
11/23/2017 2:18,250.024,248.899,255.118,0.388632,2.14623,0.027887,54.9283,244.379,3.66687,-18.6851,473.572,-3.8265
11/23/2017 2:19,250.086,248.642,255.308,0.388536,2.14136,0.026292,54.5863,244.766,3.59752,-18.648,471.572,-3.84556
11/23/2017 2:20,250.221,248.949,255.207,0.391152,2.14867,0.025469,55.3222,244.943,3.5647,-18.4357,474.15,-3.72537
11/23/2017 2:21,250.198,248.903,255.06,0.386926,2.14609,0.027406,54.8891,244.277,3.77167,-18.6354,473.59,-3.7598
11/23/2017 2:22,250.164,248.959,255.146,0.388481,2.14942,0.027785,54.7978,245.684,3.66959,-18.5395,474.029,-3.72149
11/23/2017 2:23,250.433,249.289,255.376,0.388775,2.1483,0.029666,54.9785,244.344,3.69772,-18.6728,475.124,-3.71523
11/23/2017 2:24,250.18,249.197,254.948,0.387554,2.14788,0.028267,54.9593,244.476,3.72475,-18.6161,474.814,-3.73553
11/23/2017 2:25,250.338,249.362,255.094,0.388797,2.1524,0.027385,55.0762,244.57,3.66918,-18.4771,476.226,-3.66292
11/23/2017 2:26,250.346,249.182,255.196,0.387537,2.15012,0.025531,54.7689,244.687,3.57248,-18.2537,475.284,-3.78977
11/23/2017 2:27,250.706,249.485,255.486,0.385765,2.15253,0.029588,54.9933,245.478,3.501,-18.4338,476.18,-3.71112
11/23/2017 2:28,250.56,249.278,255.415,0.387113,2.15013,0.029694,55.0459,244.957,3.67258,-18.1302,475.371,-3.76898
11/23/2017 2:29,250.762,249.499,255.753,0.386985,2.15446,0.026652,54.8566,245.641,3.65729,-18.3038,476.647,-3.7728
11/23/2017 2:30,250.652,249.534,255.922,0.387765,2.153,0.028762,55.0078,245.463,3.83182,-18.4832,476.431,-3.74856
11/23/2017 2:31,250.603,249.685,255.865,0.386385,2.15398,0.026364,54.727,245.524,3.68001,-18.3979,477.158,-3.6808
11/23/2017 2:32,250.552,249.707,255.682,0.387519,2.15743,0.023527,54.8334,246.089,3.51922,-18.3563,477.805,-3.69749
11/23/2017 2:33,250.593,249.617,255.607,0.387189,2.15792,0.026342,54.8644,246.366,3.71166,-18.171,477.428,-3.67167
11/23/2017 2:34,250.584,249.586,255.658,0.387015,2.15421,0.030214,54.9992,245.674,3.53808,-18.1289,476.894,-3.75001
11/23/2017 2:35,250.688,249.615,255.463,0.385838,2.15585,0.027041,54.9515,245.538,3.62122,-18.3817,477.272,-3.65302
11/23/2017 2:36,250.857,249.608,255.511,0.388188,2.15401,0.024533,54.879,244.792,3.82021,-18.2499,477.116,-3.61168
11/23/2017 2:37,250.815,249.649,255.555,0.38789,2.15712,0.031955,54.9482,245.949,3.59241,-18.1957,477.641,-3.73723
11/23/2017 2:38,250.646,249.513,255.677,0.386658,2.1524,0.028025,55.1003,244.787,3.63826,-18.3871,476.501,-3.63159
11/23/2017 2:39,250.621,249.446,255.569,0.38721,2.1539,0.026052,55.0404,244.794,3.50308,-18.2225,476.886,-3.65998
11/23/2017 2:40,250.865,249.677,255.293,0.386309,2.15759,0.026868,54.8211,245.885,3.62472,-18.3939,477.761,-3.59292
11/23/2017 2:41,250.971,249.793,255.678,0.385563,2.1598,0.025136,54.8117,246.706,3.60561,-18.3092,478.329,-3.75044
11/23/2017 2:42,251.034,249.871,255.66,0.389065,2.15775,0.031888,55.1478,246.153,3.50768,-18.3204,478.359,-3.82012
11/23/2017 2:43,251.067,249.898,255.793,0.387244,2.16041,0.026609,54.9374,246.414,3.51538,-18.3208,478.959,-3.72978
11/23/2017 2:44,251.13,249.907,255.759,0.38731,2.15705,0.026473,55.0543,245.572,3.67853,-18.4694,478.346,-3.55739
11/23/2017 2:45,251.053,249.943,255.827,0.387687,2.16,0.025882,55.1011,246.195,3.60693,-18.1308,478.954,-3.66899
11/23/2017 2:46,251.138,249.853,255.808,0.387762,2.15969,0.030341,54.8441,245.874,3.66652,-18.2672,478.885,-3.69188
11/23/2017 2:47,251.357,250.074,256.068,0.387164,2.16239,0.029919,55.0562,246.393,3.69819,-18.2474,479.904,-3.71581
11/23/2017 2:48,251.335,250.074,256.087,0.386919,2.16103,0.02724,55.0557,245.741,3.73681,-18.2046,479.719,-3.71464
11/23/2017 2:49,251.388,250.209,256.316,0.386926,2.16103,0.024737,55.1861,246.429,3.5426,-18.3109,479.754,-3.78157
11/23/2017 2:50,251.322,250.081,256.092,0.386848,2.15978,0.024819,55.0697,246.003,3.56277,-17.9834,479.441,-3.64488
11/23/2017 2:51,251.255,249.953,256.112,0.386474,2.1626,0.028393,54.9613,246.409,3.79076,-18.2302,479.615,-3.73627
11/23/2017 2:52,251.232,249.882,256.03,0.388438,2.16234,0.02487,55.0336,245.595,3.5913,-17.7827,479.743,-3.71948
11/23/2017 2:53,250.837,249.506,255.584,0.38813,2.15431,0.026156,54.9748,245.419,3.55195,-18.0786,476.691,-3.74373
11/23/2017 2:54,251.028,249.808,255.598,0.387512,2.15729,0.028871,54.8974,245.701,3.70833,-18.1599,478.199,-3.66938
11/23/2017 2:55,250.951,249.798,255.453,0.389653,2.1595,0.026879,54.8936,245.555,3.64038,-18.1226,478.968,-3.61215
11/23/2017 2:56,250.857,249.728,255.306,0.387812,2.15929,0.024608,54.9859,245.955,3.73574,-18.0352,478.392,-3.49903
11/23/2017 2:57,250.655,249.489,255.09,0.389342,2.15462,0.024707,55.0001,245.729,3.69213,-18.2167,476.604,-3.55021
11/23/2017 2:58,250.62,249.344,254.831,0.38956,2.15358,0.031653,55.1378,245.774,3.52387,-18.4012,475.95,-3.60236
11/23/2017 2:59,250.601,249.339,255.076,0.385969,2.15355,0.026928,54.3893,246.023,3.38207,-18.5075,475.782,-3.72129
11/23/2017 3:00,250.805,249.517,255.285,0.389355,2.15682,0.028834,55.1638,245.67,3.5105,-18.6825,477.368,-3.77354
11/23/2017 3:01,250.749,249.349,255.177,0.389505,2.15359,0.025505,55.0454,245.659,3.71078,-18.7511,476.064,-3.68616
11/23/2017 3:02,250.394,249.223,254.83,0.387677,2.15001,0.024561,54.7044,245.322,3.60712,-18.5485,475.083,-3.50644
11/23/2017 3:03,251.029,249.893,255.45,0.389672,2.16259,0.026155,54.7594,247.008,3.56232,-18.9963,479.263,-3.67281
11/23/2017 3:04,250.812,249.639,255.13,0.389348,2.15302,0.027931,54.9231,245.54,3.6659,-18.9307,476.82,-3.59153
11/23/2017 3:05,250.537,249.276,255.043,0.388448,2.14998,0.025233,54.9683,245.279,3.59223,-18.903,475.055,-3.62529
11/23/2017 3:06,250.767,249.609,255.392,0.388422,2.15332,0.026776,55.031,244.454,3.4931,-18.7521,477.263,-3.63762
11/23/2017 3:07,250.728,249.373,255.376,0.388145,2.15236,0.026569,54.8872,244.847,3.64414,-18.605,476.222,-3.65004
11/23/2017 3:08,251.321,250.121,255.956,0.387868,2.16456,0.02886,55.0219,246.836,3.55566,-18.6785,480.363,-3.76679
11/23/2017 3:09,251.13,250.031,255.808,0.388321,2.15818,0.024636,55.0701,245.115,3.44942,-18.5471,479.187,-3.56698
11/23/2017 3:10,251.022,249.996,255.736,0.388296,2.1581,0.026653,54.9822,245.893,3.53238,-18.7396,478.717,-3.62824
11/23/2017 3:11,251.183,250.014,255.727,0.386902,2.161,0.02612,55.1966,245.846,3.64906,-18.594,479.448,-3.77761
11/23/2017 3:12,251.11,249.966,255.571,0.387872,2.16145,0.028412,54.9003,246.418,3.63548,-18.6284,479.235,-3.80034
11/23/2017 3:13,250.97,249.816,255.435,0.386384,2.16047,0.024319,54.7825,245.649,3.76618,-18.4171,479.029,-3.69369
11/23/2017 3:14,250.648,249.696,255.274,0.38618,2.15663,0.02324,54.5991,245.666,3.48961,-18.5739,477.757,-3.64505
11/23/2017 3:15,251.06,249.805,255.439,0.387235,2.1583,0.028359,54.9653,245.213,3.71875,-18.4636,478.732,-3.83374
11/23/2017 3:16,251.124,249.741,255.381,0.387109,2.16064,0.032422,54.8887,246.448,3.54613,-18.5779,478.614,-3.77907
11/23/2017 3:17,251.07,249.553,255.289,0.387107,2.15531,0.025558,55.1224,245.633,3.49216,-18.7115,476.93,-3.53625
11/23/2017 3:18,251.111,249.887,255.458,0.388815,2.16149,0.024682,54.9706,246.13,3.45761,-18.9086,479.299,-3.61745
11/23/2017 3:19,251.334,250.076,255.842,0.386784,2.16301,0.028586,54.9571,246.547,3.48865,-18.7725,479.904,-3.56463
11/23/2017 3:20,251.118,249.912,255.645,0.388376,2.15964,0.026708,55.106,245.393,3.60767,-18.5875,479.27,-3.71422
11/23/2017 3:21,251.441,250.235,255.555,0.387293,2.16301,0.022372,55.2026,245.912,3.47386,-18.7831,480.769,-3.69578
11/23/2017 3:22,251.485,250.143,255.821,0.387334,2.16325,0.024331,55.2263,246.517,3.46584,-18.3318,480.313,-3.60164
11/23/2017 3:23,251.459,250.062,255.783,0.385649,2.16121,0.027953,55.094,246.104,3.5463,-18.5906,479.78,-3.5938
11/23/2017 3:24,251.347,249.947,255.588,0.386409,2.16073,0.024698,55.0548,245.348,3.56661,-18.7747,479.665,-3.76072
11/23/2017 3:25,251.356,249.852,255.695,0.387566,2.15658,0.025122,55.1494,245.72,3.59487,-19.0411,478.22,-3.62634
11/23/2017 3:26,251.372,250.002,255.839,0.385389,2.16086,0.02461,54.9945,245.892,3.57727,-18.8169,479.565,-3.50587
11/23/2017 3:27,251.718,250.364,256.216,0.385848,2.16378,0.024501,55.0166,246.869,3.55877,-18.874,480.706,-3.75606
